央视频道,#genre#
天映频道,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941618&extension=ts&play_token=kr082FQvzN
天映经典,http://162.19.247.76:22222/live/tyjd/index.m3u8
天映经典,http://198.16.64.10:8278/Celestial/playlist.m3u8?tid=MCFC1164333411643334&ct=19225&tsum=3668a5dd07515bbf30cfeebe267936ff
天映经典,http://198.16.64.10:8278/Celestial2/playlist.m3u8?tid=MD3D1210050512100505&ct=19225&tsum=d40ac484b1a904e59158bd911bbd8b89
天映经典,http://120.84.96.66:808/hls/85/index.m3u8
卫视中文台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941624&extension=ts&play_token=xmfFOBilCP
卫视电影台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941625&extension=ts&play_token=UX6nxpu1TT
卫视电影台,http://61.221.81.93:8523/hls/65/807/ch843.m3u8
星卫电影台,http://www.yshmzmc.top/gtjm.php?id=live1031
星卫电影台,http://123.58.201.173:52411/test/lshotel.php?id=54
龙祥时代,http://gxfrg007.8800.org:8282/tsfile/live/1048_1.m3u8
龙华电影,http://123.58.201.173:52411/test/lshotel.php?id=57
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
靖天育乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天映画,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖天欢乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天国际,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
采昌影剧,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
八大综合,http://61.221.81.93:8530/hls/65/807/ch843.m3u8
八大第一,http://61.221.81.93:8531/hls/65/807/ch843.m3u8
东森美洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
东森卫视,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
东森电影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片,http://107.151.203.111:2209/135/hk.php?id=dsypt
东森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
东森幼幼,http://61.221.81.93:8525/hls/65/807/ch843.m3u8
纬來电影,http://123.58.201.173:52411/test/lshotel.php?id=56
中天娱乐台,http://162.19.247.76:22222/live/ztyl/index.m3u8
中视菁采台,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS,http://tv.beimua.com/tvs.php?id=4
TVBS42,http://158.101.151.82:9000/jmsytb.m3u8?c=4
东森财经新闻,http://123.58.201.173:52411/test/lshotel.php?id=48
东森财经新闻,http://tv.redrainl.site:9500/live.m3u8?c=55
三立财经,http://tv.redrainl.site:9500/live.m3u8?c=51
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
原住民,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
原住民,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
好莱坞电影,http://123.58.201.173:52411/test/lshotel.php?id=55
HBO,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571204&extension=ts&play_token=TQWwwF8fB9
HBO,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941648&extension=ts&play_token=U9qP9sjHUP
HBO,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56057&extension=ts&play_token=pqlvbiUAPq
HBO HD,http://198.16.64.10:8278/hbohd_twn/playlist.m3u8?tid=ME9E5260921952609219&ct=19225&tsum=a904cd480db106670befb11d14149fce
HBO,http://198.16.64.10:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
HBO2,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56105&extension=ts&play_token=TYYmi0O3a2
HBO3,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56104&extension=ts&play_token=HqqAESBfCa
Star Movies,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=155727&extension=ts&play_token=zB1JWsM7AB
Star World,http://61.221.81.93:8521/hls/65/807/ch843.m3u8
Movie gold,http://61.221.81.93:8524/hls/65/807/ch843.m3u8
TLC, http://www.yshmzmc.top/gtjm.php?id=live1005
美国中文电视,https://jpts.sinovision.net/livestream.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
智林体育,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
国家地理野生,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
动物星球, http://www.yshmzmc.top/gtjm.php?id=live1004
TVBS欢乐,rtmp://9sv2.mine.nu/sat/tv421
TVBS新闻,rtmp://9sv2.mine.nu/sat/tv551
东森超视,rtmp://9sv2.mine.nu/sat/tv331
东森财经新闻,rtmp://9sv2.mine.nu/sat/tv571
东森超视,rtmp://9sv2.mine.nu/sat/tv521
民视新闻,rtmp://9sv2.mine.nu/sat/tv051
台视新闻,rtmp://9sv2.mine.nu/sat/tv071
中视新闻,rtmp://9sv2.mine.nu/sat/tv091
华视新闻,rtmp://9sv2.mine.nu/sat/tv111
东风37,http://60.251.33.252:18560/.m3u8
东风37,http://123.51.230.108:18560/.m3u8
百事通4K(电影),http://www.happyspace.party:4022/udp/239.45.1.9:5140
百事通4K(动物),http://www.happyspace.party:4022/udp/239.45.1.10:5140
百事通4K(宠物),http://www.happyspace.party:4022/udp/239.45.1.11:5140

体育频道,#genre#
纬来体育,rtmp://9sv2.mine.nu/sat/tv721
ELEVEN体育1台,rtmp://9sv2.mine.nu/sat/tv731
ELEVEN体育2台,rtmp://9sv2.mine.nu/sat/tv741
纬来育乐,rtmp://9sv2.mine.nu/sat/tv701
纬来日本,rtmp://9sv2.mine.nu/sat/tv771
东森超视,rtmp://9sv2.mine.nu/sat/tv331
MoMo综合,rtmp://9sv2.mine.nu/sat/tv761
ELTA1,rtmp://9sv2.mine.nu/sat/md011
ELTA2,rtmp://9sv2.mine.nu/sat/md021
博斯网球,rtmp://9sv2.mine.nu/sat/md031
ELTA3,rtmp://9sv2.mine.nusat/md041
ELEVEN2,rtmp://9sv2.mine.nu/sat/md051
五星体育,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=wxtyhd8m/8000000
五星体育,http://jiexi.bulisite.top/bestv.php?id=wxtyhd8m/8000000
五星体育,https://live.goodiptv.club/api/bestv.php?id=wxtyhd8m/8000000
五星体育,https://cntv.sbs/live?auth=230612&id=wxty
五星体育,http://www.happyspace.party:4022/udp/239.45.3.210:5140
五星体育720,http://www.happyspace.party:4022/udp/239.45.3.112:5140

台湾測試,#genre#
愛爾達影劇,tvbus://5PiEXTiszZht1CyoDx3ix3Ss9oa3hcVKpFRUu6tWQug3ctfERDVPd8J8YxfCx
愛爾達綜合,tvbus://5TZyPk4BU14TfGgyVjqjFvhyWYmk5e4PqaxvYVtrq252qsiDv48a2zCPdNgdF
中視經典,tvbus://5PwKTDayRaDGquk9CquiMg69CwmNBQzm1KQubFWpz9fvG8ETTG9Scb2QRPMJE
中視菁采,tvbus://6edxsRpsnrGgn46ccQM5ZBXK7pscfDaqz45pGKWP8W9QfbuGeZbJE31cKeyiY
CNN_國際,tvbus://6f5PzHtjuhfyDvVY2r1ebE1kcY2ahrY8yt1RT2eT759oJ67PrdyGyeXF71psy
民視,tvbus://6Lj9rFEdKejTmFCH2Kv7jX2G56jH6y1zu7sNmRWp1qGYpyWzZk4tgPKnwWSi2
豬哥亮歌廳秀,tvbus://66az2LHXLAdGzxupW7Wr6w4ZYRDG6AYHu5snfsnqCc4QQdXbfJuSeDrz6zt8G
台視,tvbus://6Q1Sse26Zx4Bb33LwYrUXekJwjGu5ogGDiBiqTbonztTEr7bESCCm5BY4s1xb
中視,tvbus://5LmrGHhxSH1Up9zZ15nLUL1sMTP1oQJEkGsGdZ9HtHyS3J2GoHccAP2rdowRE
霹靂臺灣,tvbus://6VwCdPUo12UFWgnrF6eSDeBGBETriiZtnB87z779hZKpDmVsyQeAPx7WyD36j
華視,tvbus://5fBSSdxDCwiMGu78eXCcAGdrMrRJMgRoi9AwsmFD8t37G5WGbw1z9pxZW5iv1
公視,tvbus://5RyMiv9cdbPhzWzTeRdX9RbQiPrPmHQzZV6Av6x6cGGFMBx1fa5TFEXDSXyag
Animax HD,tvbus://64e38SnAoCiJg5r3viGX4F1b5bMYrwcrsthuJHizPCUinbBJ7XgRYbe9C4mjb
金光布袋戲,tvbus://6gUBD41oqfjLzNgmPB1aBjUzkuba1RYcup1pb2RZKwFPnP3Nc8DvFKfpgVLxv
原住民族電視,tvbus://6VRaErUmzKHUxGxS1c3J4zgyMaM61ZnBEtMRP81eo5A5iMCqaSvmynndsgWrs
客家衛視,tvbus://6ET11DM8BSXWgDFLR6rvGy5FiW73cnZHMwm26f8pz9ieA5mW8ouybGgf1SpY5
國家地理頻道,tvbus://5iAdgFNmUdAJS6ZRe4eh5qr6Du6LqwR7ggjYUmjjHc3jYU3GPcVzuyN1XgVK7
探索頻道,tvbus://6WUceDmVSR19g7jhGiSxzLxC1chC51NH39F5XdnenDwTUMR8NdmAKzANwynBk
動物星球,tvbus://5nhzzhHBzBCjRWBx6LYCiRLuBNmJLnTfhqnpMaQir8mpYASyXPA6rYXmacP6Y
迪士尼卡通,tvbus://5WZAW4e6iyxWUMRoeMtVnzgXYSPtgQyJrYR93PK2BYU5UMU7s9r3cgQZLtUvb
卡通頻道,tvbus://6cCTwbYLkkx5vSHmZ1fTVb7rrbo5XRcaWbtNuUTTpSHFxsqPD6KyZuEHESnZz
MOMO親子,tvbus://5ZmNFNkNNWLmV5r4xXWWQe7VWgsTVcX7Rn2jYap433Kjmh46SHNGxiAdKMn7h
東森幼幼,tvbus://62FLkYBGPwzHY5r9ZBacYVyPgckqiggdj76u4jLsqU9FdQJEevHVW1VE2dzX9
緯來綜合,tvbus://5SXdVfYqit7RdyW6WTtQ8tZg8tdbjaZmmM7EqW4vQhL4o2Fvr9sQWnxdV8Kxn
八大第一,tvbus://5pg1iZLjKEbAtyQcxRG2qbap2M9hLUgfuAWDfbxFrtrvKcr2Mxngbqy9Rk9KB
八大綜合,tvbus://6hfWgjwocr7LeYLf2vV1sBahEpzikaKALHtd5dL8m9ukhQHJNG6M4AtTSYDSk
三立台灣,tvbus://6KDZEwsaiTyKpYASWzYE3aJSWB8vkhQyrgtNDb8XAqgriAwdo2EiMcMhVm8oa
三立都會,tvbus://6ZLRzjLE58srUuzBPq3QNRSPE9L5EYDhp1p2uvYHEBZ8nJBY9kQii1X5hTy2w
衛視中文,tvbus://6b7sWQXkuKumRbpqkoGxkW4cKZXXnW93KDY1tnVQq5CneNeZAEQduCLST2xKW
東森綜合,tvbus://5ZGhwYbAnwTBWqAqioJSP2m38pNikyBYTJQktHbr8MGkFLCWyMtK6oNu8RmaE
東森超視,tvbus://6AxvNNaUt5AJfFrCKR8BW8ipHLnkfYceDuBeAho4rdcAmjRxtuvnpUJUWGq9P
非凡商業,tvbus://6eWzSkXPamkfbbEuACBdRgUUCxCFicmZVui2zQcaYJj7HRNDY9yZRZmzPfZSx
中天綜合,tvbus://5XtGx345tm15qxxQmhrnQt2gE4z3FyBwSwf2uqmMRBUzuDT4HSfwk2o6eFSRa
三立國際,tvbus://67jD3VftcMR8qp8HCnFNcHPUeHDHXF7WLMsT6Zwu5HXtuMbDjLrWUYRTVFR9P
中天娛樂,tvbus://5xdCKVxKaDaNCvRvjfBvvwpHL45JipuM6hN4MooTz5cbukURBH3224NacGo3z
東森戲劇,tvbus://5oVqYGutbkbRbkZa9DXwjDtAjLHMQ2V8HZ5EF73Zy8jcYEZbJAr2HURvqftBL
八大戲劇,tvbus://5ukReKN7x2gSFn9vmDtfEUZqmj3WfYkeGqbBGQ13PFhQf4QytxfDB1qx7hNMU
TVBS歡樂,tvbus://6FUFFuZFETY7s9Lm9r9d7STYXSu61w8m5DUTKJg9GxaKSDSjpAPkfV8eZnBt6
緯來戲劇,tvbus://6XKppKri1hwpFUCEcixpYcLubVkd2CPvB9ysQpfX637mVdg76RY1vDE4scGQv
法國24小時,tvbus://6Va3AMKgbYS1TfWV5BiZxEvw5FvqTesvp45aHC7FnLiRwJQR6bA2tEXDHmhtM
靖天映畫,tvbus://5Y2LJHzn8EExip1PfcGApZxJLg7qUzqWpf7NiWvencGEnBEe9db9pCd5TrpHc
三立戲劇,tvbus://8TNVsoqe7ULzyCimBACzQMNeMopXB4dFx1xsqDk3TGVR6Vm3CN
三立綜合,tvbus://6drCQXEfJFYALtWKDftocoD4H168Z8W81Y8dPSzVii7WKXw6GMr1ftT4NGLcM
壹電視新聞,tvbus://6VxQAotw4pWJEc6KG7vLj4amLjRtZov2tizb3Jo3CgfBgaahJsnreepQpWL7X
年代新聞,tvbus://6grJ5Kh3Y5LeEyJg6db6eEz2opG8Yd3yN4UAezPc3k1o8HRS2PE6PQuR3fmhN
東森新聞,tvbus://5iQJQRmVNS9DgohYheCxw9BTbZJq4zy2kwcXwkbmJsBXRjsb8NULMaTrGgezd
中天新聞,tvbus://5WNwrNnuaCWrqeoUzdhfQpg5JYQzNQaiJKshfnw7XQDyjyWRNiFwFUq1xcAYa
民視新聞,tvbus://5VwcMxZRSKf9ACgcfsf2Z3pYV41r7Xa4n7WAtE4WRV79sH37HLpLBCJaC3SVh
三立新聞,tvbus://6BPkoTzjx1a4Bu7bLY4Xbft7nEgFjACpgrLmcaYrL9SCJ14Kgqq7hJDXadxQJ
TVBS新聞,tvbus://6KxfkSoU56HDWea64uocvh7CTtc4Wq67mqQzw24vWqBavv19xEHDToAGitsG8
TVBS_HD,tvbus://65qXnWpqWqgbrh5nhu8jE5eYgx5TcwFWCLSgHjkYip1quwX47T9se7J8peFbK
東森財經新聞,tvbus://5iiNtFDZPs5ZpMiMURAbLfjRsacs9ocBU4VtoL1dDsjcF7Mcawp4XD3GFEKgE
非凡新聞,tvbus://5dp2NNvB1YJicoXDip4FnvfbxEGxLoW6FBYu9qrNh4rEXRaTbrpeoAfRZpT1y
天映經典,tvbus://6HbVAkQXXj4SAXKpyDt18vqEHoHVkjNQ4gSQNVtgWeBJ72VT7Yc2npgAr2WUY
東森電影,tvbus://5fnK4ncrmUBiAai25pDbktTiswjBfoz44V9pJ4aLJY54SFpjdWYMWQsB2wAgA
緯來電影,tvbus://6cGoEr7v2MEnApyeizicBLjKFqGfw2mHsVnN84oGDYCrpmxYpCPedDYsE9xgY
龍祥時代,tvbus://5aRALNCyHu6HM45nV1bWpFRU57xCC3HRhg6MTH9h4y2Tw8AhckaCKH861xTok
HBO_HD,tvbus://63U7LYaMCu6bVzx6F1rC9oJTwA29jDQsW5oJaZxAtrHNJ36JDa2RSmj4dUTgv
東森洋片,tvbus://6WvuhzptiyGW73YYbNYnCb1k1QQMTo3nMQiiYm85VdVrEAfWbqZcCqzHWRZMb
AXN,tvbus://5Xa5Xi6H8hrChXWA3cxbieDjMgJ3YBxcsxZdah27A8PCAQeP92UDypH2uXdZQ
好萊塢電影,tvbus://5mZuWreLzTUCP1PsypWqFGy9SKFybZcbqJbB9KWsVALtKHdGE7gw4Ckbgv7AR
CINEMAX_HD,tvbus://5Qw9N9pt5zcsdoWSupAV43E6yYLF7RxVBn2zVCXW6uRs16gdzqb1AzSKUPEjH
緯來育樂,tvbus://5XuZLifLBB4dzkfzoKA93WCdigZmBRzSbUBvRzJ1QjaJd7ecS9gdMGdKLetfB
緯來體育,tvbus://6Zc9RRLhY8hh38HmQXQHgxrsffsw6nRwvfFJLWvPBBhRG36nf9X2bYQAoazxA
FOX_SPORTS_HD,tvbus://6ZoiQNkhZSPfY9s3VffwMPXEusncCbcjNAu7vKNZTtdhdZ76CfFMd13z4ABBH
FOX_SPORTS_2,tvbus://6W2ozVmfTVdGadVhv6F75zwX5VYtnKAvYxri9bnd9WxsUyFhtScGgbuXKxXBe
Eleven_Sport1,tvbus://5NrQ5pvLs9nQVyZtWJYJQaobzbEa1uTQwg2D4P1mwrtAh7ZsWZfpG2hA9FM2P
緯來日本,tvbus://6HF1yWQYSSGjGvak1fNJHay9UmLQbAZh7MK2bmbZhS7sxF75ngzTnEP4Lj99a
國興衛視,tvbus://5SX9vAMYLsHuC9UPJvZSGQcjCp3Zq2yCZYJP5YSdCyi7CrYu7CJmSkmWe11aP
Z頻道,tvbus://6R1Mb1nKR5CvDNMeoPgdwFbgR4hAT8GoYmjAmg71KpcS1CnCZNqcsb5gvj6vq
ElevenSportsPlus,tvbus://66h1iu7keRoKN1afa7wiSyPxz6DNNRXgaruXo1pjKvbBf9j5zkJcx9s8ocCQJ
華視新聞資訊,tvbus://5v634cmpVDfScXt8753ifdEd7G2JQYo51ikg3oTJVuFTz75T9W5PLXpgbcfNU
fox new,tvbus://5vBMQemSizDsHyFSUD5GsHkDYxZg4giYGAqLhC3srNUQ6Jysy2Arxa9DFmcZN
Al Jazeera English HD,tvbus://65PfJvnD1FTaEUTmZCy8FBvcHV618ViyukZnQpaJyqrkarGHRS9E1J2nT3S1d
FOX頻道,tvbus://68iHfHNuBtAKTjqxLpnPZS9x5nZDPwcZwXQ2pAhBe3bEPfnk14pYkvrBcyH3v
KBS HD,tvbus://5zv7XyHQjgTH8w2LGYiCaHLSC5pyMPxS1fH1bY2j24nuzm3DE2C74f6XdrY4c
八大娛樂,tvbus://68HTXA74c984HSYJrg7um6zdoF8KwdpiCsr76CjGKuW6gYTSabfKgqxNd7xtP
MTV_Live,tvbus://6KkQcWWPHAd5MuTaseQeai1b1o8Zx3zwS7LtXzERkChRirKYMUkjgRdeYS4Xs
三立財經,tvbus://5ZbnUfiKH4jFZ7uQoMMgk9o7GWhD8MZJa6ZM1cypdSZQFeYhLmRkU1NhreVFL
龍華戲劇,tvbus://5KoxmMFj7xwMbba7mmUQwAdcctBNoCerBneyJM74b5g5vju2skBySxURTQ7VR
龍華動畫,tvbus://61YbuC57vn89TinNh2chcuyhwV1QVQCiNwKLMsrzLiJTKNCry5iJRZGS7yQWb
龍華偶像,tvbus://62MWyTyDjpfVdemv2KS23PBdh62pqZj5NBDpDhmyAZ5Qkx6ttftuB4qj5T3Fs
龍華電影,tvbus://6LwUVDeFb8Jsbakw6NkRVBFAA5KgeehuDN64LJKBiNRUVHAB7r42TWHiSTgsL
Fox_Action,tvbus://6EPSdeqvXNb7KLxD89cY9miiqJ9Ug4fneLZQwmcwvdNYNitf7SnQaT923uaCf
ESPN,tvbus://6EfX6hUqimY3KFh42tvPxvtcu27gStYqVCd5jSRyuqx6P4VXucJXGxBBxEQR3
龍華洋片,tvbus://6V8xXw3yHZrGVLyzCjzdVLntF2PJPXbWQFrFAsurARw4Y2U9jJXjyau8Xcnox
公視二,tvbus://5TiPr2DjeUVndyJeyKN4scd8hyRYWMSYHcvLpK6XMHKzowB3vrMx9oVvxBJf2
佛衛慈悲,tvbus://5kjWfXsFo8XVV4b31i5v7nWRG5E4U9Hd4sciiuJzrvWgV6LMMEF9b2PmJvRAK
EVEHD,tvbus://5USFnWaw7KDt7jiQu7fkYEMzFzAQ15abf7phKK4EjFeCgSERtxTLiNygHLcxZ
人間衛視,tvbus://5uA9xkrnZnnrQq4kwjDfkEvX9m1h929DSFnFiJACuAXDiyKWDh8Mv2QEMwzvn
華藏衛視,tvbus://5KJu4mHQebPojUWthRKPcWt2VcqW5jhRNQ5hTB15bqHMdL8SXBBsH6kYovvY2
BOOMERANG,tvbus://6Cz3jcy1gsTwCxNYBiHYHSQY4znY7AubsFYnJzQKaY2FNmeGqp4is8eSmLmJi
恐怖電影,tvbus://6ffsBkiFt76YsMvAsynuZRMEm6u5YtvaJoPmiuwZLUVWK2Yg6TLDy5igYN88h
foxlife,tvbus://667e5WVaheQ5D3SXPGAj6tFmGKSt8hZm4pFwtzCxdyx5LqcQqKnW5B1Vtj2cG
Fox家庭電影,tvbus://6geZ8Q1FXN7tbD8UFaBcjsSJeDCkXHS6NcEdf7zx6aUfUV1vrRteXCMKvquNA
東森亞洲呦呦,tvbus://5VquV1gHN55p1tPjRKANnx2BJqJ7Qz8QpW1ZPFikD9axzcGNE2yyFKq8A4ZV5
東森亞洲新聞,tvbus://6RPbbDwxZUDTd8PooxBBDToo7SVftNBFFdF1EpAa1NcpsSV55CDuwpQjHfeHp
壹電視電影,tvbus://6e8ezWspDt1woNCGmZNhjYinqQfDdA5NWoosjKT9DqWG37f78GNL6y2yKiEVb
靖天日本,tvbus://6cUG2ZkVzeEaqibQk37Q9XsFVdL9Y7pvjEsn9JxSSnTi7XG7iKByHXpE21e4b
亞洲旅游,tvbus://6TGif8EbHMdyDFXSrEwTcoPZXaAuPMgDjDLNLLcgmTZEHxv7Snj16RYxM98ZM
HGTV,tvbus://6RKhBXY47ywabEErgG5XQcMxKYRPBzL1RkG8oNyHvfWsvmpjM7UFofedsRTtT
BBC,tvbus://5LPY7FznJC2emDHsjoexaj3BuyQygRdriM21D2dQaT3uH2dWvWkgLybNNgRm2
Food Network,tvbus://6BKgPVF6jrQbdRj5mFhGBfqEHgQGGjTE9A9TEmheHGWozbb7qkf2nzThx32V2
Outdoor,tvbus://5UYzSz2kzSGzc9vkM1LT7PtymykeXz3Kh5sHDkBEVWKjzUw4ToJQ3GNU9RKU8
CN卡通國際HD EN,tvbus://5t6f4fQ6V9rFFVZvAcwQ2uiFKPFbtMXySX1qLsLgA37fGrAtaktZzmRaUPyfA
靖天電影台,tvbus://5TwdQ9cS9ytejmgT77nfnGW7xYuXtGxFqeeUjhgp79yQtamqBuxYkmY4FLLbe
Fight_Sport_HD,tvbus://5bPPQaxBZozxSDVUDR32yxFaKRyMCuFfDwF4e4bkbXgUkzMcgLAvCxtCwVRSG
靖天歡樂,tvbus://5T1fczCz6pLMVMaKNLDBUy1LB4qECYQ5GUex5VbNRUkWwpgouZY6FTfqy7Mry
公視3,tvbus://6F5LQ73o1ic8HGkwvdC5Zw9m2xz9KQpEgrb1pTz9dvRLP6neoj8SD7Q511Maq
華視體育,tvbus://6bJSUQVVo3EoQuP1S1mA1KKDsG2qo52CjTKU4RDu7doyUGpHqXu5jDm2HvL4n
國會頻道1,tvbus://6JG8STKz4KFLM5D7nithFifWcDia8YRiBLrvCVgEse9DG81F6r5NKUQMijnNY
國會頻道2,tvbus://6ABgi8XPMfaivT1965Ad6R7hxuk3C3WjEFRnqPiMg5woXGTt1QJPc2tBu5FKo
美亞電影國語,tvbus://6fXbnEVt2xue4aYZga9ER8ftVvU1tycYH4S4rqjBgsmGSu6WrAFcD8cQUVgiG
華納電影,tvbus://5UxHXdFViXsCDAG1Rp5VjR93q28qaCHFXodkRPGEfq6E2xXAzkh3v5HYAgcyT
幸福空間居家,tvbus://6KuEJjoMnKnsQzQ9aKnAbSwW3Ko6TANK1wzioJHuwm5vqXxoRM9NKRRGhrte9
壹電視資訊綜合,tvbus://6JoHPN2vJPd74ovcY8E7CegLmiCbQjEYzrRVVkihK18qTR8giDMX1eqzQaGNn
大愛二,tvbus://5gpZ12gBUN956QP3NRzrmDxarUBuCFwnrLoahRr6f7w9h3cJxLVxjVXKXXeHy
CNBC_Asia_Channel,tvbus://5ZDSmV1dT2PZUXpxX1z6AZrWhyyuqpqdbMpSfAJWeFN5wFEAYx5xspipEdxZi
BBC_Earth,tvbus://5jkr9rqSSwpXVNyXbTcvXFzDoVRmBRccFcm4rPbbs59pWNerQZKtingMexZ4m
希望電視,tvbus://6XAXMTpAZewLnNstKjwysvqqJ4QZbKgW3za2rBdnbYMu1Khc81pg27JVtSSXu
高點綜合,tvbus://8BnmsVjVRUSXVAccaMNkx6psUkpsoWRdtUaVzfydvA5D6g82jg
EYE_TV旅游台,tvbus://6jAFC7WRYVnfPVGizQpwkrkwMXwj43JxqhQFPLSXP4ww7Q5mbNv9irAbmKJBc
中天亞洲,tvbus://5k1v3YJBsTD8xwzTaamHW8HZCGKG2vWUv7rhd1RnNSUXrsJG9PaGJULMrUodW
探索科學,tvbus://69mNNTTz2KocN34p2osMSxESMgNWoHYybt9C66SRLwuwN6oPfeKmL3sbobABZ
AXN亞洲HD,tvbus://6WG8BTRFzxnJwQSo2vpcuiSmRxGHRavo1Ci5YxzM3Yd4QPenhQx56gxkzeWh4
EYE_TV戲劇台,tvbus://5LmKraoXoia76ijQjwEQZJnRKpcpLXgMHCCoJREzqAZAT3NajxWq5RAhcicAp
愛爾達體育1,tvbus://6QWCbqrPq3wwbJ4L38r3G5fb3Zj5AfTm4gPgMxwJAUhvLZo87F3N3tLKGN56v
愛爾達體育2,tvbus://5hfsk3SxhLLVMowdFbbrYLK77WGeDeuP2PosHg8y8YFj8kBiheeTxp3fXKXfb
愛爾達體育3,tvbus://5XSQaD5wdt8NFhC9HHX3Ek3yXYPPtWm6YXpYNVd8SXMmjHkMmtA4k5jJm8zS7
one,tvbus://5gx2VEtgxw1kxBnjZX2rDN7fGHpW85A96BAZgxNVRwTvZGK9r6UGmneckNr1r
